EXP4Stochastic
imitation_toad_brigade,imitation_dr,imitation_rl
imitation_rl,0.005,0.0003526093088857546
imitation_rl,0.1,0.007052186177715092
imitation_rl,0.15250000000000002,0.01070926966292135
imitation_rl,0.05,0.0034722222222222225
imitation_rl,0.0025,0.0001724137931034483
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.0001724137931034483
imitation_rl,0.0,0.0
imitation_rl,0.005,0.0003448275862068966
imitation_rl,0.0,0.0
imitation_rl,0.005,0.0003448275862068966
imitation_rl,0.0,0.0
imitation_rl,0.005,0.0003448275862068966
imitation_rl,0.0025,0.0001724137931034483
imitation_rl,0.10250000000000001,0.00706896551724138
imitation_rl,0.05,0.003434065934065934
imitation_rl,0.0025,0.00017053206002728513
imitation_rl,0.0,0.0
imitation_rl,0.005,0.00034106412005457026
imitation_rl,0.0,0.0
imitation_rl,0.005,0.00034106412005457026
imitation_rl,0.1,0.0068212824010914054
imitation_rl,0.055,0.003736413043478261
imitation_rl,0.0025,0.00016869095816464237
imitation_rl,0.0025,0.00016869095816464237
imitation_rl,0.0025,0.00016869095816464237
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016869095816464237
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016869095816464237
imitation_rl,0.0,0.0
imitation_rl,0.007500000000000001,0.0005060728744939271
imitation_rl,0.0025,0.00016869095816464237
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016869095816464237
imitation_rl,0.2,0.01349527665317139
imitation_rl,0.005,0.00033467202141900936
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.10250000000000001,0.006860776439089692
imitation_rl,0.0025,0.00016666666666666666
imitation_rl,0.0075,0.0005
imitation_rl,0.10250000000000001,0.006833333333333334
imitation_rl,0.0025,0.00016600265604249667
imitation_rl,0.0025,0.00016600265604249667
imitation_rl,0.0,0.0
imitation_rl,0.005,0.00033200531208499334
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.10250000000000001,0.006806108897742364
imitation_rl,0.052500000000000005,0.0034722222222222225
imitation_rl,0.0075,0.0004927726675427069
imitation_rl,0.0025,0.000164257555847569
imitation_rl,0.0025,0.000164257555847569
imitation_rl,0.0025,0.000164257555847569
imitation_rl,0.0,0.0
imitation_rl,0.005,0.000328515111695138
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.000164257555847569
imitation_rl,0.005,0.000328515111695138
imitation_rl,0.0075,0.0004927726675427069
imitation_rl,0.05,0.0032851511169513796
imitation_rl,0.0025,0.00016318537859007833
imitation_rl,0.0025,0.00016318537859007833
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016318537859007833
imitation_rl,0.0025,0.00016318537859007833
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016318537859007833
imitation_rl,0.1,0.006527415143603134
imitation_rl,0.0025,0.00016254876462938882
imitation_rl,0.1,0.006501950585175553
imitation_rl,0.0025,0.00016191709844559586
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016191709844559586
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016191709844559586
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016191709844559586
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016191709844559586
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016191709844559586
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.10250000000000001,0.006638601036269431
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016129032258064516
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.05,0.0032258064516129032
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00016025641025641026
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.05,0.0032051282051282055
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
imitation_rl,0.0025,0.00015923566878980894
imitation_rl,0.0,0.0
imitation_rl,0.0,0.0
