algo,seed,match_id,bot0,city_tiles0,units0,bot1,city_tiles1,units1,winner
EXP4,558757694,100345,working_title,6,9,imitation_dr,6,9,tie
EXP4,558757694,100346,working_title,9,9,imitation_rl,3,5,working_title
EXP4,558757694,100347,imitation_tb,9,12,imitation_dr,8,8,imitation_tb
EXP4,558757694,100348,imitation_tb,7,7,imitation_rl,9,9,imitation_rl
EXP4,558757694,100349,imitation_dr,0,2,imitation_rl,49,49,imitation_rl
EXP4,614848072,100350,meta_bot,7,7,working_title,0,1,meta_bot
EXP4,614848072,100351,meta_bot,0,0,imitation_tb,10,10,imitation_tb
EXP4,614848072,100352,meta_bot,1,1,imitation_dr,0,0,meta_bot
EXP4,614848072,100353,meta_bot,0,0,imitation_rl,5,4,imitation_rl
EXP4,614848072,100354,working_title,0,0,imitation_tb,6,12,imitation_tb
EXP4,614848072,100355,working_title,0,1,imitation_dr,2,2,imitation_dr
EXP4,614848072,100356,working_title,5,8,imitation_rl,0,0,working_title
EXP4,614848072,100357,imitation_tb,7,6,imitation_dr,0,0,imitation_tb
EXP4,614848072,100358,imitation_tb,0,2,imitation_rl,3,8,imitation_rl
EXP4,614848072,100359,imitation_dr,3,3,imitation_rl,2,2,imitation_dr
EXP4,811268222,100360,meta_bot,0,0,working_title,2,3,working_title
EXP4,811268222,100361,meta_bot,2,2,imitation_tb,2,2,tie
EXP4,811268222,100362,meta_bot,0,2,imitation_dr,5,7,imitation_dr
EXP4,811268222,100363,meta_bot,3,5,imitation_rl,0,1,meta_bot
EXP4,811268222,100364,working_title,0,1,imitation_tb,4,5,imitation_tb
EXP4,811268222,100365,working_title,1,0,imitation_dr,5,7,imitation_dr
EXP4,811268222,100366,working_title,0,0,imitation_rl,1,0,imitation_rl
EXP4,811268222,100367,imitation_tb,1,2,imitation_dr,1,4,imitation_dr
EXP4,811268222,100368,imitation_tb,14,14,imitation_rl,0,1,imitation_tb
EXP4,811268222,100369,imitation_dr,10,16,imitation_rl,0,0,imitation_dr
EXP4,55638347,100370,meta_bot,7,7,working_title,3,3,meta_bot
EXP4,55638347,100371,meta_bot,3,3,imitation_tb,12,12,imitation_tb
EXP4,55638347,100372,meta_bot,9,11,imitation_dr,6,10,meta_bot
EXP4,55638347,100373,meta_bot,4,4,imitation_rl,10,10,imitation_rl
EXP4,55638347,100374,working_title,1,2,imitation_tb,15,16,imitation_tb
EXP4,55638347,100375,working_title,7,12,imitation_dr,4,13,working_title
EXP4,55638347,100376,working_title,6,3,imitation_rl,9,10,imitation_rl
EXP4,55638347,100377,imitation_tb,12,12,imitation_dr,6,8,imitation_tb
EXP4,55638347,100378,imitation_tb,7,9,imitation_rl,7,7,imitation_tb
EXP4,55638347,100379,imitation_dr,5,8,imitation_rl,11,11,imitation_rl
EXP4,437032468,100380,meta_bot,13,13,working_title,41,36,working_title
EXP4,437032468,100381,meta_bot,27,17,imitation_tb,0,0,meta_bot
EXP4,437032468,100382,meta_bot,18,18,imitation_dr,87,95,imitation_dr
EXP4,437032468,100383,meta_bot,31,31,imitation_rl,44,45,imitation_rl
EXP4,437032468,100384,working_title,50,48,imitation_tb,12,12,working_title
EXP4,437032468,100385,working_title,19,27,imitation_dr,18,19,working_title
EXP4,437032468,100386,working_title,27,26,imitation_rl,22,30,working_title
EXP4,437032468,100387,imitation_tb,68,68,imitation_dr,18,20,imitation_tb
EXP4,437032468,100388,imitation_tb,99,99,imitation_rl,38,39,imitation_tb
EXP4,437032468,100389,imitation_dr,55,59,imitation_rl,32,41,imitation_dr
EXP4,711207767,100390,meta_bot,31,31,working_title,2,4,meta_bot
EXP4,711207767,100391,meta_bot,19,20,imitation_tb,23,43,imitation_tb
EXP4,711207767,100392,meta_bot,12,22,imitation_dr,19,36,imitation_dr
EXP4,711207767,100393,meta_bot,24,24,imitation_rl,20,25,meta_bot
EXP4,711207767,100394,working_title,2,2,imitation_tb,25,50,imitation_tb
EXP4,711207767,100395,working_title,7,5,imitation_dr,15,19,imitation_dr
EXP4,711207767,100396,working_title,7,7,imitation_rl,45,45,imitation_rl
EXP4,711207767,100397,imitation_tb,38,38,imitation_dr,60,61,imitation_dr
EXP4,711207767,100398,imitation_tb,25,25,imitation_rl,16,16,imitation_tb
EXP4,711207767,100399,imitation_dr,8,8,imitation_rl,24,24,imitation_rl
EXP4Stochastic,156441928,100400,meta_bot,9,9,working_title,0,2,meta_bot
EXP4Stochastic,156441928,100401,meta_bot,9,9,imitation_tb,1,3,meta_bot
EXP4Stochastic,156441928,100402,meta_bot,0,0,imitation_dr,14,14,imitation_dr
EXP4Stochastic,156441928,100403,meta_bot,4,5,imitation_rl,3,9,meta_bot
EXP4Stochastic,156441928,100404,working_title,0,2,imitation_tb,12,12,imitation_tb
EXP4Stochastic,156441928,100405,working_title,1,2,imitation_dr,4,7,imitation_dr
EXP4Stochastic,156441928,100406,working_title,6,4,imitation_rl,6,6,imitation_rl
EXP4Stochastic,156441928,100407,imitation_tb,10,10,imitation_dr,0,2,imitation_tb
EXP4Stochastic,156441928,100408,imitation_tb,17,17,imitation_rl,0,4,imitation_tb
EXP4Stochastic,156441928,100409,imitation_dr,6,11,imitation_rl,0,4,imitation_dr
EXP4Stochastic,687750077,100410,meta_bot,6,6,working_title,0,1,meta_bot
EXP4Stochastic,687750077,100411,meta_bot,0,2,imitation_tb,11,11,imitation_tb
EXP4Stochastic,687750077,100412,meta_bot,4,4,imitation_dr,4,4,tie
EXP4Stochastic,687750077,100413,meta_bot,0,2,imitation_rl,7,7,imitation_rl
EXP4Stochastic,687750077,100414,working_title,0,2,imitation_tb,4,4,imitation_tb
EXP4Stochastic,687750077,100415,working_title,0,2,imitation_dr,10,10,imitation_dr
EXP4Stochastic,687750077,100416,working_title,0,3,imitation_rl,2,2,imitation_rl
EXP4Stochastic,687750077,100417,imitation_tb,2,2,imitation_dr,1,1,imitation_tb
EXP4Stochastic,687750077,100418,imitation_tb,5,9,imitation_rl,0,0,imitation_tb
EXP4Stochastic,687750077,100419,imitation_dr,0,0,imitation_rl,9,9,imitation_rl
EXP4Stochastic,945273126,100420,meta_bot,18,13,working_title,1,4,meta_bot
EXP4Stochastic,945273126,100421,meta_bot,0,4,imitation_tb,22,24,imitation_tb
EXP4Stochastic,945273126,100422,meta_bot,21,21,imitation_dr,8,11,meta_bot
EXP4Stochastic,945273126,100423,meta_bot,8,8,imitation_rl,4,4,meta_bot
EXP4Stochastic,945273126,100424,working_title,0,3,imitation_tb,44,44,imitation_tb
EXP4Stochastic,945273126,100425,working_title,17,8,imitation_dr,25,25,imitation_dr
EXP4Stochastic,945273126,100426,working_title,5,1,imitation_rl,6,10,imitation_rl
EXP4Stochastic,945273126,100427,imitation_tb,14,21,imitation_dr,4,7,imitation_tb
EXP4Stochastic,945273126,100428,imitation_tb,45,45,imitation_rl,0,4,imitation_tb
EXP4Stochastic,945273126,100429,imitation_dr,8,8,imitation_rl,4,8,imitation_dr
EXP4Stochastic,187430851,100430,meta_bot,0,0,working_title,63,58,working_title
EXP4Stochastic,187430851,100431,meta_bot,4,4,imitation_tb,39,39,imitation_tb
EXP4Stochastic,187430851,100432,meta_bot,8,8,imitation_dr,16,25,imitation_dr
EXP4Stochastic,187430851,100433,meta_bot,2,3,imitation_rl,27,27,imitation_rl
EXP4Stochastic,187430851,100434,working_title,0,0,imitation_tb,26,26,imitation_tb
EXP4Stochastic,187430851,100435,working_title,2,1,imitation_dr,20,22,imitation_dr
EXP4Stochastic,187430851,100436,working_title,4,9,imitation_rl,16,16,imitation_rl
EXP4Stochastic,187430851,100437,imitation_tb,30,35,imitation_dr,0,0,imitation_tb
EXP4Stochastic,187430851,100438,imitation_tb,28,28,imitation_rl,10,10,imitation_tb
EXP4Stochastic,187430851,100439,imitation_dr,45,45,imitation_rl,5,5,imitation_dr
EXP4Stochastic,230794021,100440,meta_bot,13,13,working_title,0,0,meta_bot
EXP4Stochastic,230794021,100441,meta_bot,0,0,imitation_tb,20,13,imitation_tb
EXP4Stochastic,230794021,100442,meta_bot,0,0,imitation_dr,12,12,imitation_dr
EXP4Stochastic,230794021,100443,meta_bot,0,2,imitation_rl,13,13,imitation_rl
EXP4Stochastic,230794021,100444,working_title,0,0,imitation_tb,6,2,imitation_tb
EXP4Stochastic,230794021,100445,working_title,0,0,imitation_dr,4,4,imitation_dr
EXP4Stochastic,230794021,100446,working_title,0,0,imitation_rl,13,13,imitation_rl
EXP4Stochastic,230794021,100447,imitation_tb,2,2,imitation_dr,0,2,imitation_tb
EXP4Stochastic,230794021,100448,imitation_tb,0,1,imitation_rl,6,6,imitation_rl
EXP4Stochastic,230794021,100449,imitation_dr,0,2,imitation_rl,14,15,imitation_rl
EXP4Stochastic,807634080,100450,meta_bot,0,0,working_title,27,30,working_title
EXP4Stochastic,807634080,100451,meta_bot,8,8,imitation_tb,19,19,imitation_tb
EXP4Stochastic,807634080,100452,meta_bot,3,6,imitation_dr,6,6,imitation_dr
EXP4Stochastic,807634080,100453,meta_bot,8,9,imitation_rl,0,1,meta_bot
EXP4Stochastic,807634080,100454,working_title,0,0,imitation_tb,16,16,imitation_tb
EXP4Stochastic,807634080,100455,working_title,8,16,imitation_dr,2,2,working_title
EXP4Stochastic,807634080,100456,working_title,0,0,imitation_rl,11,14,imitation_rl
EXP4Stochastic,807634080,100457,imitation_tb,23,23,imitation_dr,0,1,imitation_tb
EXP4Stochastic,807634080,100458,imitation_tb,14,14,imitation_rl,0,3,imitation_tb
EXP4Stochastic,807634080,100459,imitation_dr,10,10,imitation_rl,14,14,imitation_rl
EXP4Stochastic,828003490,100460,meta_bot,10,10,working_title,0,0,meta_bot
EXP4Stochastic,828003490,100461,meta_bot,8,8,imitation_tb,6,6,meta_bot
EXP4Stochastic,828003490,100462,meta_bot,2,2,imitation_dr,6,7,imitation_dr
EXP4Stochastic,828003490,100463,meta_bot,6,6,imitation_rl,6,7,imitation_rl
EXP4Stochastic,828003490,100464,working_title,0,0,imitation_tb,22,22,imitation_tb
EXP4Stochastic,828003490,100465,working_title,0,0,imitation_dr,13,13,imitation_dr
EXP4Stochastic,828003490,100466,working_title,0,0,imitation_rl,6,6,imitation_rl
EXP4Stochastic,828003490,100467,imitation_tb,6,7,imitation_dr,2,2,imitation_tb
EXP4Stochastic,828003490,100468,imitation_tb,14,14,imitation_rl,2,2,imitation_tb
EXP4Stochastic,828003490,100469,imitation_dr,14,19,imitation_rl,1,1,imitation_dr
EXP4Stochastic,52660007,100470,meta_bot,18,18,working_title,10,14,meta_bot
EXP4Stochastic,52660007,100471,meta_bot,21,21,imitation_tb,22,22,imitation_tb
EXP4Stochastic,52660007,100472,meta_bot,28,28,imitation_dr,23,27,meta_bot
EXP4Stochastic,52660007,100473,meta_bot,26,38,imitation_rl,11,11,meta_bot
EXP4Stochastic,52660007,100474,working_title,7,5,imitation_tb,50,51,imitation_tb
EXP4Stochastic,52660007,100475,working_title,10,13,imitation_dr,46,57,imitation_dr
EXP4Stochastic,52660007,100476,working_title,13,12,imitation_rl,30,45,imitation_rl
EXP4Stochastic,52660007,100477,imitation_tb,25,25,imitation_dr,15,16,imitation_tb
EXP4Stochastic,52660007,100478,imitation_tb,22,42,imitation_rl,29,29,imitation_rl
EXP4Stochastic,52660007,100479,imitation_dr,20,20,imitation_rl,16,16,imitation_dr
EXP4Stochastic,955221583,100480,meta_bot,11,11,working_title,5,4,meta_bot
EXP4Stochastic,955221583,100481,meta_bot,9,9,imitation_tb,19,19,imitation_tb
EXP4Stochastic,955221583,100482,meta_bot,0,0,imitation_dr,18,30,imitation_dr
EXP4Stochastic,955221583,100483,meta_bot,0,0,imitation_rl,30,32,imitation_rl
EXP4Stochastic,955221583,100484,working_title,1,1,imitation_tb,19,19,imitation_tb
EXP4Stochastic,955221583,100485,working_title,1,0,imitation_dr,29,29,imitation_dr
EXP4Stochastic,955221583,100486,working_title,13,19,imitation_rl,0,0,working_title
EXP4Stochastic,955221583,100487,imitation_tb,4,4,imitation_dr,13,16,imitation_dr
EXP4Stochastic,955221583,100488,imitation_tb,20,20,imitation_rl,0,3,imitation_tb
EXP4Stochastic,955221583,100489,imitation_dr,0,0,imitation_rl,24,31,imitation_rl
EXP4Stochastic,239316465,100490,meta_bot,3,3,working_title,1,6,meta_bot
EXP4Stochastic,239316465,100491,meta_bot,0,1,imitation_tb,8,8,imitation_tb
EXP4Stochastic,239316465,100492,meta_bot,0,0,imitation_dr,28,29,imitation_dr
EXP4Stochastic,239316465,100493,meta_bot,1,1,imitation_rl,5,6,imitation_rl
EXP4Stochastic,239316465,100494,working_title,0,1,imitation_tb,6,6,imitation_tb
EXP4Stochastic,239316465,100495,working_title,0,2,imitation_dr,7,7,imitation_dr
EXP4Stochastic,239316465,100496,working_title,0,4,imitation_rl,4,4,imitation_rl
EXP4Stochastic,239316465,100497,imitation_tb,6,6,imitation_dr,0,0,imitation_tb
EXP4Stochastic,239316465,100498,imitation_tb,2,3,imitation_rl,2,2,imitation_tb
EXP4Stochastic,239316465,100499,imitation_dr,2,3,imitation_rl,7,7,imitation_rl
NEXP,533695587,100500,meta_bot,5,5,working_title,0,0,meta_bot
NEXP,533695587,100501,meta_bot,6,7,imitation_tb,3,3,meta_bot
NEXP,533695587,100502,meta_bot,0,0,imitation_dr,14,17,imitation_dr
NEXP,533695587,100503,meta_bot,26,26,imitation_rl,0,0,meta_bot
NEXP,533695587,100504,working_title,12,12,imitation_tb,3,3,working_title
NEXP,533695587,100505,working_title,1,1,imitation_dr,7,7,imitation_dr
NEXP,533695587,100506,working_title,8,14,imitation_rl,9,9,imitation_rl
NEXP,533695587,100507,imitation_tb,2,5,imitation_dr,3,6,imitation_dr
NEXP,533695587,100508,imitation_tb,22,22,imitation_rl,0,0,imitation_tb
NEXP,533695587,100509,imitation_dr,9,11,imitation_rl,3,3,imitation_dr
NEXP,28866776,100510,meta_bot,4,4,working_title,0,0,meta_bot
NEXP,28866776,100511,meta_bot,7,7,imitation_tb,2,2,meta_bot
NEXP,28866776,100512,meta_bot,2,2,imitation_dr,3,5,imitation_dr
NEXP,28866776,100513,meta_bot,5,5,imitation_rl,8,8,imitation_rl
NEXP,28866776,100514,working_title,0,0,imitation_tb,28,28,imitation_tb
NEXP,28866776,100515,working_title,1,0,imitation_dr,19,19,imitation_dr
NEXP,28866776,100516,working_title,0,0,imitation_rl,31,31,imitation_rl
NEXP,28866776,100517,imitation_tb,0,1,imitation_dr,7,9,imitation_dr
NEXP,28866776,100518,imitation_tb,1,1,imitation_rl,3,3,imitation_rl
NEXP,28866776,100519,imitation_dr,0,0,imitation_rl,9,9,imitation_rl
NEXP,410870976,100520,meta_bot,21,21,working_title,24,27,working_title
NEXP,410870976,100521,meta_bot,1,1,imitation_tb,43,51,imitation_tb
NEXP,410870976,100522,meta_bot,14,15,imitation_dr,64,71,imitation_dr
NEXP,410870976,100523,meta_bot,1,2,imitation_rl,11,25,imitation_rl
NEXP,410870976,100524,working_title,2,5,imitation_tb,103,115,imitation_tb
NEXP,410870976,100525,working_title,14,15,imitation_dr,15,16,imitation_dr
NEXP,410870976,100526,working_title,30,33,imitation_rl,6,7,working_title
NEXP,410870976,100527,imitation_tb,32,48,imitation_dr,17,17,imitation_tb
NEXP,410870976,100528,imitation_tb,117,117,imitation_rl,5,6,imitation_tb
NEXP,410870976,100529,imitation_dr,2,4,imitation_rl,82,82,imitation_rl
NEXP,373305875,100530,meta_bot,0,0,working_title,36,32,working_title
NEXP,373305875,100531,meta_bot,0,0,imitation_tb,23,23,imitation_tb
NEXP,373305875,100532,meta_bot,0,0,imitation_dr,25,20,imitation_dr
NEXP,373305875,100533,meta_bot,12,13,imitation_rl,10,11,meta_bot
NEXP,373305875,100534,working_title,28,30,imitation_tb,0,0,working_title
NEXP,373305875,100535,working_title,18,21,imitation_dr,0,0,working_title
NEXP,373305875,100536,working_title,23,23,imitation_rl,0,0,working_title
NEXP,373305875,100537,imitation_tb,1,3,imitation_dr,40,40,imitation_dr
NEXP,373305875,100538,imitation_tb,4,4,imitation_rl,11,11,imitation_rl
NEXP,373305875,100539,imitation_dr,0,0,imitation_rl,28,28,imitation_rl
NEXP,492932739,100540,meta_bot,10,10,working_title,0,0,meta_bot
NEXP,492932739,100541,meta_bot,3,3,imitation_tb,16,16,imitation_tb
NEXP,492932739,100542,meta_bot,1,1,imitation_dr,8,13,imitation_dr
NEXP,492932739,100543,meta_bot,4,4,imitation_rl,2,2,meta_bot
NEXP,492932739,100544,working_title,8,6,imitation_tb,5,5,working_title
NEXP,492932739,100545,working_title,4,7,imitation_dr,4,4,working_title
NEXP,492932739,100546,working_title,5,6,imitation_rl,0,3,working_title
NEXP,492932739,100547,imitation_tb,7,7,imitation_dr,2,2,imitation_tb
NEXP,492932739,100548,imitation_tb,42,42,imitation_rl,1,1,imitation_tb
NEXP,492932739,100549,imitation_dr,1,2,imitation_rl,10,10,imitation_rl
NEXP,857771855,100550,meta_bot,8,8,working_title,0,0,meta_bot
NEXP,857771855,100551,meta_bot,1,2,imitation_tb,16,16,imitation_tb
NEXP,857771855,100552,meta_bot,8,8,imitation_dr,5,7,meta_bot
NEXP,857771855,100553,meta_bot,8,9,imitation_rl,2,2,meta_bot
NEXP,857771855,100554,working_title,0,2,imitation_tb,11,11,imitation_tb
NEXP,857771855,100555,working_title,0,0,imitation_dr,11,14,imitation_dr
NEXP,857771855,100556,working_title,0,1,imitation_rl,2,4,imitation_rl
NEXP,857771855,100557,imitation_tb,7,7,imitation_dr,8,8,imitation_dr
NEXP,857771855,100558,imitation_tb,9,9,imitation_rl,4,4,imitation_tb
NEXP,857771855,100559,imitation_dr,0,1,imitation_rl,8,10,imitation_rl
NEXP,624789410,100560,meta_bot,5,5,working_title,1,0,meta_bot
NEXP,624789410,100561,meta_bot,2,2,imitation_tb,33,33,imitation_tb
NEXP,624789410,100562,meta_bot,17,17,imitation_dr,8,9,meta_bot
NEXP,624789410,100563,meta_bot,1,2,imitation_rl,23,23,imitation_rl
NEXP,624789410,100564,working_title,0,0,imitation_tb,26,26,imitation_tb
NEXP,624789410,100565,working_title,2,1,imitation_dr,17,17,imitation_dr
NEXP,624789410,100566,working_title,1,3,imitation_rl,13,13,imitation_rl
NEXP,624789410,100567,imitation_tb,32,32,imitation_dr,2,3,imitation_tb
NEXP,624789410,100568,imitation_tb,34,34,imitation_rl,1,1,imitation_tb
NEXP,624789410,100569,imitation_dr,21,21,imitation_rl,4,4,imitation_dr
NEXP,878607510,100570,meta_bot,3,3,working_title,9,12,working_title
NEXP,878607510,100571,meta_bot,2,2,imitation_tb,32,33,imitation_tb
NEXP,878607510,100572,meta_bot,0,1,imitation_dr,60,60,imitation_dr
NEXP,878607510,100573,meta_bot,17,17,imitation_rl,6,6,meta_bot
NEXP,878607510,100574,working_title,1,1,imitation_tb,19,19,imitation_tb
NEXP,878607510,100575,working_title,0,3,imitation_dr,11,11,imitation_dr
NEXP,878607510,100576,working_title,5,6,imitation_rl,10,10,imitation_rl
NEXP,878607510,100577,imitation_tb,17,17,imitation_dr,1,1,imitation_tb
NEXP,878607510,100578,imitation_tb,19,21,imitation_rl,1,5,imitation_tb
NEXP,878607510,100579,imitation_dr,3,5,imitation_rl,10,12,imitation_rl
NEXP,202180674,100580,meta_bot,4,5,working_title,9,17,working_title
NEXP,202180674,100581,meta_bot,10,14,imitation_tb,26,27,imitation_tb
NEXP,202180674,100582,meta_bot,19,19,imitation_dr,21,22,imitation_dr
NEXP,202180674,100583,meta_bot,13,22,imitation_rl,18,20,imitation_rl
NEXP,202180674,100584,working_title,6,11,imitation_tb,13,18,imitation_tb
NEXP,202180674,100585,working_title,9,9,imitation_dr,8,10,working_title
NEXP,202180674,100586,working_title,6,8,imitation_rl,8,15,imitation_rl
NEXP,202180674,100587,imitation_tb,21,18,imitation_dr,5,8,imitation_tb
NEXP,202180674,100588,imitation_tb,46,46,imitation_rl,4,6,imitation_tb
NEXP,202180674,100589,imitation_dr,23,27,imitation_rl,12,13,imitation_dr
NEXP,594017037,100590,meta_bot,14,14,working_title,0,1,meta_bot
NEXP,594017037,100591,meta_bot,9,9,imitation_tb,5,5,meta_bot
NEXP,594017037,100592,meta_bot,0,0,imitation_dr,17,17,imitation_dr
NEXP,594017037,100593,meta_bot,10,10,imitation_rl,0,0,meta_bot
NEXP,594017037,100594,working_title,0,0,imitation_tb,13,13,imitation_tb
NEXP,594017037,100595,working_title,0,0,imitation_dr,15,19,imitation_dr
NEXP,594017037,100596,working_title,0,0,imitation_rl,15,12,imitation_rl
NEXP,594017037,100597,imitation_tb,9,9,imitation_dr,1,2,imitation_tb
NEXP,594017037,100598,imitation_tb,8,8,imitation_rl,0,2,imitation_tb
NEXP,594017037,100599,imitation_dr,9,15,imitation_rl,0,0,imitation_dr
